seed_origin,line_id,Species,subspecies,race,teosinte_acc_id,gen,F1,BC1,BC2,S1,S2,S3,blk
GDL12-601x501-1,Zx.18.2.1.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.18,BC1F1,2,1,0,0,0,0,0
GDL12-601x501-1,Zx.18.2.2.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.18,BC1F1,2,2,0,0,0,0,0
GDL12-601x501-1,Zx.18.2.3.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.18,BC1F1,2,3,0,0,0,0,0
GDL12-601x501-1,Zx.18.2.4.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.18,BC1F1,2,4,0,0,0,0,0
GDL12-601x502-1,Zx.19.2.1.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.19,BC1F1,2,1,0,0,0,0,0
GDL12-601x502-1,Zx.19.2.2.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.19,BC1F1,2,2,0,0,0,0,0
GDL12-601x502-1,Zx.19.2.3.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.19,BC1F1,2,3,0,0,0,0,0
GDL12-601x502-1,Zx.19.2.4.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.19,BC1F1,2,4,0,0,0,0,0
GDL12-601x502-1,Zx.19.2.5.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.19,BC1F1,2,5,0,0,0,0,0
GDL12-601x504-1,Zx.1.4.1.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.1,BC1F1,4,1,0,0,0,0,0
GDL12-601x504-1,Zx.1.4.2.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.1,BC1F1,4,2,0,0,0,0,0
GDL12-601x504-1,Zx.1.4.3.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.1,BC1F1,4,3,0,0,0,0,0
GDL12-601x504-1,Zx.1.4.4.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.1,BC1F1,4,4,0,0,0,0,0
GDL12-601x504-1,Zx.1.4.5.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.1,BC1F1,4,5,0,0,0,0,0
GDL12-601x505-1,Zx.2.4.1.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.2,BC1F1,4,1,0,0,0,0,0
GDL12-601x505-1,Zx.2.4.2.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.2,BC1F1,4,2,0,0,0,0,0
GDL12-601x505-1,Zx.2.4.3.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.2,BC1F1,4,3,0,0,0,0,0
GDL12-601x505-1,Zx.2.4.4.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.2,BC1F1,4,4,0,0,0,0,0
GDL12-601x506-1,Zx.3.2.1.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.3,BC1F1,2,1,0,0,0,0,0
GDL12-601x506-1,Zx.3.2.2.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.3,BC1F1,2,2,0,0,0,0,0
GDL12-601x506-1,Zx.3.2.3.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.3,BC1F1,2,3,0,0,0,0,0
GDL12-601x506-1,Zx.3.2.4.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.3,BC1F1,2,4,0,0,0,0,0
GDL12-601x506-1,Zx.3.2.5.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.3,BC1F1,2,5,0,0,0,0,0
GDL12-601x507-1,Zx.4.1.1.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.4,BC1F1,1,1,0,0,0,0,0
GDL12-601x507-1,Zx.4.1.2.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.4,BC1F1,1,2,0,0,0,0,0
GDL12-601x507-1,Zx.4.1.3.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.4,BC1F1,1,3,0,0,0,0,0
GDL12-601x507-1,Zx.4.1.4.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.4,BC1F1,1,4,0,0,0,0,0
GDL12-601x508-1,Zx.5.1.1.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.5,BC1F1,1,1,0,0,0,0,0
GDL12-601x508-1,Zx.5.1.2.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.5,BC1F1,1,2,0,0,0,0,0
GDL12-601x508-1,Zx.5.1.3.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.5,BC1F1,1,3,0,0,0,0,0
GDL12-601x508-1,Zx.5.1.4.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.5,BC1F1,1,4,0,0,0,0,0
GDL12-601x509-1,Zx.6.2.1.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.6,BC1F1,2,1,0,0,0,0,0
GDL12-601x509-1,Zx.6.2.2.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.6,BC1F1,2,2,0,0,0,0,0
GDL12-601x509-1,Zx.6.2.3.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.6,BC1F1,2,3,0,0,0,0,0
GDL12-601x509-1,Zx.6.2.4.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.6,BC1F1,2,4,0,0,0,0,0
GDL12-601x509-1,Zx.6.2.5.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.6,BC1F1,2,5,0,0,0,0,0
GDL12-601x510-1,Zx.7.2.1.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.7,BC1F1,2,1,0,0,0,0,0
GDL12-601x510-1,Zx.7.2.2.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.7,BC1F1,2,2,0,0,0,0,0
GDL12-601x510-1,Zx.7.2.3.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.7,BC1F1,2,3,0,0,0,0,0
GDL12-601x510-1,Zx.7.2.4.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.7,BC1F1,2,4,0,0,0,0,0
GDL12-601x510-1,Zx.7.2.5.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.7,BC1F1,2,5,0,0,0,0,0
GDL12-601x511-1,Zx.8.2.1.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.8,BC1F1,2,1,0,0,0,0,0
GDL12-601x511-1,Zx.8.2.2.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.8,BC1F1,2,2,0,0,0,0,0
GDL12-601x511-1,Zx.8.2.3.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.8,BC1F1,2,3,0,0,0,0,0
GDL12-601x511-1,Zx.8.2.4.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.8,BC1F1,2,4,0,0,0,0,0
GDL12-601x511-1,Zx.8.2.5.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.8,BC1F1,2,5,0,0,0,0,0
GDL12-601x512-1,Zx.9.2.1.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.9,BC1F1,2,1,0,0,0,0,0
GDL12-601x512-1,Zx.9.2.2.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.9,BC1F1,2,2,0,0,0,0,0
GDL12-601x512-1,Zx.9.2.4.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.9,BC1F1,2,4,0,0,0,0,0
GDL12-601x513-1,Zx.10.2.1.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.10,BC1F1,2,1,0,0,0,0,0
GDL12-601x513-1,Zx.10.2.2.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.10,BC1F1,2,2,0,0,0,0,0
GDL12-601x513-1,Zx.10.2.3.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.10,BC1F1,2,3,0,0,0,0,0
GDL12-601x513-1,Zx.10.2.4.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.10,BC1F1,2,4,0,0,0,0,0
GDL12-601x513-1,Zx.10.2.5.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.10,BC1F1,2,5,0,0,0,0,0
GDL12-601x514-1,Zx.11.2.1.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.11,BC1F1,2,1,0,0,0,0,0
GDL12-601x514-1,Zx.11.2.2.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.11,BC1F1,2,2,0,0,0,0,0
GDL12-601x514-1,Zx.11.2.3.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.11,BC1F1,2,3,0,0,0,0,0
GDL12-601x514-1,Zx.11.2.4.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.11,BC1F1,2,4,0,0,0,0,0
GDL12-601x514-1,Zx.11.2.5.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.11,BC1F1,2,5,0,0,0,0,0
GDL12-601x515-1,Zx.12.2.1.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.12,BC1F1,2,1,0,0,0,0,0
GDL12-601x515-1,Zx.12.2.2.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.12,BC1F1,2,2,0,0,0,0,0
GDL12-601x515-1,Zx.12.2.3.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.12,BC1F1,2,3,0,0,0,0,0
GDL12-601x515-1,Zx.12.2.4.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.12,BC1F1,2,4,0,0,0,0,0
GDL12-601x515-1,Zx.12.2.5.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.12,BC1F1,2,5,0,0,0,0,0
GDL12-601x516-1,Zx.14.3.1.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.14,BC1F1,3,1,0,0,0,0,0
GDL12-601x516-1,Zx.14.3.3.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.14,BC1F1,3,3,0,0,0,0,0
GDL12-601x516-1,Zx.14.3.4.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.14,BC1F1,3,4,0,0,0,0,0
GDL12-601x516-1,Zx.14.3.5.0.0.0.0.0,Zea_mays,mexicana,chalco,Zx.14,BC1F1,3,5,0,0,0,0,0
GDL12-601x517-1,Zx.20.2.1.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.20,BC1F1,2,1,0,0,0,0,0
GDL12-601x517-1,Zx.20.2.2.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.20,BC1F1,2,2,0,0,0,0,0
GDL12-601x517-1,Zx.20.2.3.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.20,BC1F1,2,3,0,0,0,0,0
GDL12-601x517-1,Zx.20.2.4.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.20,BC1F1,2,4,0,0,0,0,0
GDL12-601x517-1,Zx.20.2.5.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.20,BC1F1,2,5,0,0,0,0,0
GDL12-601x518-1,Zx.15.2.1.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.15,BC1F1,2,1,0,0,0,0,0
GDL12-601x518-1,Zx.15.2.2.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.15,BC1F1,2,2,0,0,0,0,0
GDL12-601x518-1,Zx.15.2.3.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.15,BC1F1,2,3,0,0,0,0,0
GDL12-601x518-1,Zx.15.2.5.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.15,BC1F1,2,5,0,0,0,0,0
GDL12-601x518-1,Zx.15.4.1.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.15,BC1F1,4,1,0,0,0,0,0
GDL12-601x518-1,Zx.15.4.2.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.15,BC1F1,4,2,0,0,0,0,0
GDL12-601x518-1,Zx.15.4.3.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.15,BC1F1,4,3,0,0,0,0,0
GDL12-601x518-1,Zx.15.4.4.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.15,BC1F1,4,4,0,0,0,0,0
GDL12-601x518-1,Zx.15.4.5.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.15,BC1F1,4,5,0,0,0,0,0
GDL12-601x520-1,Zx.16.1.1.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.16,BC1F1,1,1,0,0,0,0,0
GDL12-601x520-1,Zx.16.1.2.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.16,BC1F1,1,2,0,0,0,0,0
GDL12-601x520-1,Zx.16.1.3.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.16,BC1F1,1,3,0,0,0,0,0
GDL12-601x520-1,Zx.16.1.4.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.16,BC1F1,1,4,0,0,0,0,0
GDL12-601x520-1,Zx.16.1.5.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.16,BC1F1,1,5,0,0,0,0,0
GDL12-601x520-1,Zx.16.4.1.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.16,BC1F1,4,1,0,0,0,0,0
GDL12-601x520-1,Zx.16.4.2.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.16,BC1F1,4,2,0,0,0,0,0
GDL12-601x520-1,Zx.16.4.3.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.16,BC1F1,4,3,0,0,0,0,0
GDL12-601x520-1,Zx.16.4.4.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.16,BC1F1,4,4,0,0,0,0,0
GDL12-601x520-1,Zx.16.4.5.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.16,BC1F1,4,5,0,0,0,0,0
GDL12-601x522-1,Zx.17.3.1.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.17,BC1F1,3,1,0,0,0,0,0
GDL12-601x522-1,Zx.17.3.2.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.17,BC1F1,3,2,0,0,0,0,0
GDL12-601x522-1,Zx.17.3.3.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.17,BC1F1,3,3,0,0,0,0,0
GDL12-601x522-1,Zx.17.3.4.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.17,BC1F1,3,4,0,0,0,0,0
GDL12-601x522-1,Zx.17.3.5.0.0.0.0.0,Zea_mays,mexicana,durango,Zx.17,BC1F1,3,5,0,0,0,0,0
GDL12-601x523-1,Zx.21.1.1.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.21,BC1F1,1,1,0,0,0,0,0
GDL12-601x523-1,Zx.21.1.2.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.21,BC1F1,1,2,0,0,0,0,0
GDL12-601x523-1,Zx.21.1.3.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.21,BC1F1,1,3,0,0,0,0,0
GDL12-601x523-1,Zx.21.1.4.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.21,BC1F1,1,4,0,0,0,0,0
GDL12-601x523-1,Zx.21.1.5.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.21,BC1F1,1,5,0,0,0,0,0
GDL12-601x524-1,Zx.21.2.1.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.21,BC1F1,2,1,0,0,0,0,0
GDL12-601x524-1,Zx.21.2.2.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.21,BC1F1,2,2,0,0,0,0,0
GDL12-601x524-1,Zx.21.2.3.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.21,BC1F1,2,3,0,0,0,0,0
GDL12-601x524-1,Zx.21.2.4.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.21,BC1F1,2,4,0,0,0,0,0
GDL12-601x524-1,Zx.21.2.5.0.0.0.0.0,Zea_mays,mexicana,mesa,Zx.21,BC1F1,2,5,0,0,0,0,0
GDL12-601x526-1,Zd.1.2.1.0.0.0.0.0,Zea_diploperennis,diplo,diplo,Zd.1,BC1F1,2,1,0,0,0,0,0
GDL12-601x526-1,Zd.1.2.2.0.0.0.0.0,Zea_diploperennis,diplo,diplo,Zd.1,BC1F1,2,2,0,0,0,0,0
GDL12-601x526-1,Zd.1.2.3.0.0.0.0.0,Zea_diploperennis,diplo,diplo,Zd.1,BC1F1,2,3,0,0,0,0,0
GDL12-601x526-1,Zd.1.2.4.0.0.0.0.0,Zea_diploperennis,diplo,diplo,Zd.1,BC1F1,2,4,0,0,0,0,0
GDL12-601x526-1,Zd.1.2.5.0.0.0.0.0,Zea_diploperennis,diplo,diplo,Zd.1,BC1F1,2,5,0,0,0,0,0
GDL12-601x527-1,Zd.2.1.1.0.0.0.0.0,Zea_diploperennis,diplo,diplo,Zd.2,BC1F1,1,1,0,0,0,0,0
GDL12-601x527-1,Zd.2.1.3.0.0.0.0.0,Zea_diploperennis,diplo,diplo,Zd.2,BC1F1,1,3,0,0,0,0,0
GDL12-601x527-1,Zd.2.1.4.0.0.0.0.0,Zea_diploperennis,diplo,diplo,Zd.2,BC1F1,1,4,0,0,0,0,0
GDL12-601x527-1,Zd.2.1.5.0.0.0.0.0,Zea_diploperennis,diplo,diplo,Zd.2,BC1F1,1,5,0,0,0,0,0
GDL12-601x528-1,Zx.35.2.1.0.0.0.0.0,Zea_mays,mexicana,nabogame,Zx.35,BC1F1,2,1,0,0,0,0,0
GDL12-601x528-1,Zx.35.2.2.0.0.0.0.0,Zea_mays,mexicana,nabogame,Zx.35,BC1F1,2,2,0,0,0,0,0
GDL12-601x528-1,Zx.35.2.3.0.0.0.0.0,Zea_mays,mexicana,nabogame,Zx.35,BC1F1,2,3,0,0,0,0,0
GDL12-601x528-1,Zx.35.2.4.0.0.0.0.0,Zea_mays,mexicana,nabogame,Zx.35,BC1F1,2,4,0,0,0,0,0
GDL12-601x528-1,Zx.35.2.5.0.0.0.0.0,Zea_mays,mexicana,nabogame,Zx.35,BC1F1,2,5,0,0,0,0,0
GDL12-601x529-1,Zx.35.3.1.0.0.0.0.0,Zea_mays,mexicana,nabogame,Zx.35,BC1F1,3,1,0,0,0,0,0
GDL12-601x529-1,Zx.35.3.2.0.0.0.0.0,Zea_mays,mexicana,nabogame,Zx.35,BC1F1,3,2,0,0,0,0,0
GDL12-601x529-1,Zx.35.3.3.0.0.0.0.0,Zea_mays,mexicana,nabogame,Zx.35,BC1F1,3,3,0,0,0,0,0
GDL12-601x529-1,Zx.35.3.4.0.0.0.0.0,Zea_mays,mexicana,nabogame,Zx.35,BC1F1,3,4,0,0,0,0,0
GDL12-601x529-1,Zx.35.3.5.0.0.0.0.0,Zea_mays,mexicana,nabogame,Zx.35,BC1F1,3,5,0,0,0,0,0
GDL12-601x530-1,Zx.36.2.1.0.0.0.0.0,Zea_mays,mexicana,nabogame,Zx.36,BC1F1,2,1,0,0,0,0,0
GDL12-601x530-1,Zx.36.2.2.0.0.0.0.0,Zea_mays,mexicana,nabogame,Zx.36,BC1F1,2,2,0,0,0,0,0
GDL12-601x530-1,Zx.36.2.3.0.0.0.0.0,Zea_mays,mexicana,nabogame,Zx.36,BC1F1,2,3,0,0,0,0,0
GDL12-601x530-1,Zx.36.2.4.0.0.0.0.0,Zea_mays,mexicana,nabogame,Zx.36,BC1F1,2,4,0,0,0,0,0
GDL12-601x530-1,Zx.36.2.5.0.0.0.0.0,Zea_mays,mexicana,nabogame,Zx.36,BC1F1,2,5,0,0,0,0,0
GDL12-601x531-1,Zl.1.1.1.0.0.0.0.0,Zea_luxurians,luxurians,lux,Zl.1,BC1F1,1,1,0,0,0,0,0
GDL12-601x531-1,Zl.1.1.4.0.0.0.0.0,Zea_luxurians,luxurians,lux,Zl.1,BC1F1,1,4,0,0,0,0,0
GDL12-601x531-1,Zl.1.1.5.0.0.0.0.0,Zea_luxurians,luxurians,lux,Zl.1,BC1F1,1,5,0,0,0,0,0
GDL12-601x532-1,Zh.1.3.1.0.0.0.0.0,Zea_mays,huehuetenangensis,hue,Zh.1,BC1F1,3,1,0,0,0,0,0
GDL12-601x532-1,Zh.1.3.2.0.0.0.0.0,Zea_mays,huehuetenangensis,hue,Zh.1,BC1F1,3,2,0,0,0,0,0
GDL12-601x532-1,Zh.1.3.3.0.0.0.0.0,Zea_mays,huehuetenangensis,hue,Zh.1,BC1F1,3,3,0,0,0,0,0
GDL12-601x532-1,Zh.1.3.4.0.0.0.0.0,Zea_mays,huehuetenangensis,hue,Zh.1,BC1F1,3,4,0,0,0,0,0
GDL12-601x532-1,Zh.1.3.5.0.0.0.0.0,Zea_mays,huehuetenangensis,hue,Zh.1,BC1F1,3,5,0,0,0,0,0
GDL12-601x533-1,Zh.2.4.1.0.0.0.0.0,Zea_mays,huehuetenangensis,hue,Zh.2,BC1F1,4,1,0,0,0,0,0
GDL12-601x533-1,Zh.2.4.2.0.0.0.0.0,Zea_mays,huehuetenangensis,hue,Zh.2,BC1F1,4,2,0,0,0,0,0
GDL12-601x533-1,Zh.2.4.3.0.0.0.0.0,Zea_mays,huehuetenangensis,hue,Zh.2,BC1F1,4,3,0,0,0,0,0
GDL12-601x533-1,Zh.2.4.4.0.0.0.0.0,Zea_mays,huehuetenangensis,hue,Zh.2,BC1F1,4,4,0,0,0,0,0
GDL12-601x533-1,Zh.2.4.5.0.0.0.0.0,Zea_mays,huehuetenangensis,hue,Zh.2,BC1F1,4,5,0,0,0,0,0
GDL12-601x534-1,Zv.1.1.1.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.1,BC1F1,1,1,0,0,0,0,0
GDL12-601x534-1,Zv.1.1.2.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.1,BC1F1,1,2,0,0,0,0,0
GDL12-601x534-1,Zv.1.1.3.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.1,BC1F1,1,3,0,0,0,0,0
GDL12-601x534-1,Zv.1.1.5.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.1,BC1F1,1,5,0,0,0,0,0
GDL12-601x535-1,Zv.2.3.1.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.2,BC1F1,3,1,0,0,0,0,0
GDL12-601x535-1,Zv.2.3.2.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.2,BC1F1,3,2,0,0,0,0,0
GDL12-601x535-1,Zv.2.3.3.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.2,BC1F1,3,3,0,0,0,0,0
GDL12-601x535-1,Zv.2.3.4.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.2,BC1F1,3,4,0,0,0,0,0
GDL12-601x535-1,Zv.2.3.5.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.2,BC1F1,3,5,0,0,0,0,0
GDL12-601x536-1,Zv.3.3.1.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.3,BC1F1,3,1,0,0,0,0,0
GDL12-601x536-1,Zv.3.3.2.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.3,BC1F1,3,2,0,0,0,0,0
GDL12-601x536-1,Zv.3.3.3.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.3,BC1F1,3,3,0,0,0,0,0
GDL12-601x536-1,Zv.3.3.4.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.3,BC1F1,3,4,0,0,0,0,0
GDL12-601x536-1,Zv.3.3.5.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.3,BC1F1,3,5,0,0,0,0,0
GDL12-601x537-1,Zv.4.4.1.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.4,BC1F1,4,1,0,0,0,0,0
GDL12-601x537-1,Zv.4.4.2.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.4,BC1F1,4,2,0,0,0,0,0
GDL12-601x537-1,Zv.4.4.3.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.4,BC1F1,4,3,0,0,0,0,0
GDL12-601x537-1,Zv.4.4.4.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.4,BC1F1,4,4,0,0,0,0,0
GDL12-601x537-1,Zv.4.4.5.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.4,BC1F1,4,5,0,0,0,0,0
GDL12-601x538-1,Zl.2.1.1.0.0.0.0.0,Zea_luxurians,luxurians,lux,Zl.2,BC1F1,1,1,0,0,0,0,0
GDL12-601x538-1,Zl.2.1.2.0.0.0.0.0,Zea_luxurians,luxurians,lux,Zl.2,BC1F1,1,2,0,0,0,0,0
GDL12-601x538-1,Zl.2.1.3.0.0.0.0.0,Zea_luxurians,luxurians,lux,Zl.2,BC1F1,1,3,0,0,0,0,0
GDL12-601x538-1,Zl.2.1.4.0.0.0.0.0,Zea_luxurians,luxurians,lux,Zl.2,BC1F1,1,4,0,0,0,0,0
GDL12-601x539-1,Zl.3.3.1.0.0.0.0.0,Zea_luxurians,luxurians,lux,Zl.3,BC1F1,3,1,0,0,0,0,0
GDL12-601x539-1,Zl.3.3.2.0.0.0.0.0,Zea_luxurians,luxurians,lux,Zl.3,BC1F1,3,2,0,0,0,0,0
GDL12-601x539-1,Zl.3.3.3.0.0.0.0.0,Zea_luxurians,luxurians,lux,Zl.3,BC1F1,3,3,0,0,0,0,0
GDL12-601x539-1,Zl.3.3.4.0.0.0.0.0,Zea_luxurians,luxurians,lux,Zl.3,BC1F1,3,4,0,0,0,0,0
GDL12-601x539-1,Zl.3.3.5.0.0.0.0.0,Zea_luxurians,luxurians,lux,Zl.3,BC1F1,3,5,0,0,0,0,0
GDL12-601x540-1,Zl.4.4.1.0.0.0.0.0,Zea_luxurians,luxurians,lux,Zl.4,BC1F1,4,1,0,0,0,0,0
GDL12-601x540-1,Zl.4.4.2.0.0.0.0.0,Zea_luxurians,luxurians,lux,Zl.4,BC1F1,4,2,0,0,0,0,0
GDL12-601x540-1,Zl.4.4.3.0.0.0.0.0,Zea_luxurians,luxurians,lux,Zl.4,BC1F1,4,3,0,0,0,0,0
GDL12-601x540-1,Zl.4.4.4.0.0.0.0.0,Zea_luxurians,luxurians,lux,Zl.4,BC1F1,4,4,0,0,0,0,0
GDL12-601x540-1,Zl.4.4.5.0.0.0.0.0,Zea_luxurians,luxurians,lux,Zl.4,BC1F1,4,5,0,0,0,0,0
GDL12-601x541-1,Zl.5.2.1.0.0.0.0.0,Zea_luxurians,luxurians,lux,Zl.5,BC1F1,2,1,0,0,0,0,0
GDL12-601x541-1,Zl.5.2.2.0.0.0.0.0,Zea_luxurians,luxurians,lux,Zl.5,BC1F1,2,2,0,0,0,0,0
GDL12-601x541-1,Zl.5.2.3.0.0.0.0.0,Zea_luxurians,luxurians,lux,Zl.5,BC1F1,2,3,0,0,0,0,0
GDL12-601x541-1,Zl.5.2.4.0.0.0.0.0,Zea_luxurians,luxurians,lux,Zl.5,BC1F1,2,4,0,0,0,0,0
GDL12-601x542-1,Zv.5.1.1.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.5,BC1F1,1,1,0,0,0,0,0
GDL12-601x542-1,Zv.5.1.2.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.5,BC1F1,1,2,0,0,0,0,0
GDL12-601x542-1,Zv.5.1.3.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.5,BC1F1,1,3,0,0,0,0,0
GDL12-601x542-1,Zv.5.1.4.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.5,BC1F1,1,4,0,0,0,0,0
GDL12-601x542-1,Zv.5.1.5.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.5,BC1F1,1,5,0,0,0,0,0
GDL12-601x543-1,Zv.6.4.2.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.6,BC1F1,4,2,0,0,0,0,0
GDL12-601x543-1,Zv.6.4.3.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.6,BC1F1,4,3,0,0,0,0,0
GDL12-601x543-1,Zv.6.4.4.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.6,BC1F1,4,4,0,0,0,0,0
GDL12-601x543-1,Zv.6.4.5.0.0.0.0.0,Zea_mays,parviglumis,parv,Zv.6,BC1F1,4,5,0,0,0,0,0
